video_id,title,channel,published_at,duration_seconds,views,url,matched_keywords
R5s2ZkMmXlE,Why Your Blood Pressure Stays High No Matter What You Eat (3 Simple Fixes),The Blood Pressure Doc,2026-02-04T13:43:49Z,504,13120,https://www.youtube.com/watch?v=R5s2ZkMmXlE,"health, healthy, diet, stress, habit"
oFV6rasRLZc,ULTRA Low 0.25Hz Delta Waves for Sleep (EMDR Bilateral & Binaural REM Inducing Formula),Meditational State • Healing Music,2025-12-07T23:01:07Z,43016,11374,https://www.youtube.com/watch?v=oFV6rasRLZc,"sleep, stress, meditation"
eN__MzJFzYY,The Truth About Soy In Your Food! Healthy Snack or Hidden Danger?,The Dr. Gundry Podcast,2025-09-15T14:01:10Z,603,11542,https://www.youtube.com/watch?v=eN__MzJFzYY,"health, healthy, nutrition, diet, protein, longevity"
BvGu93_hpjI,"If Your Blood Pressure Won’t Come Down, You Might Be Missing This",The Blood Pressure Doc,2025-11-08T15:00:22Z,593,32282,https://www.youtube.com/watch?v=BvGu93_hpjI,"health, healthy, stress"
48ojhugFL6w,HEAL as You Sleep (12Hrs): 40Hz EMDR Binaural & Bilateral QT4 Gamma Wave Formula,Meditational State • Healing Music,2025-11-15T23:00:13Z,43079,12145,https://www.youtube.com/watch?v=48ojhugFL6w,"sleep, stress, meditation"
RHD-qy66GOY,The Gut Health Crisis in America TODAY,The Dr. Gundry Podcast,2025-11-04T13:30:34Z,431,7647,https://www.youtube.com/watch?v=RHD-qy66GOY,"health, healthy, nutrition, diet, longevity"
DhQXmxPTdrE,This Simple Blood Pressure Test Reveals If Your Arteries Are Aging Too Fast,The Blood Pressure Doc,2026-02-01T15:29:44Z,555,6021,https://www.youtube.com/watch?v=DhQXmxPTdrE,"health, healthy, stress, recovery"
fnMgHoCuL6Q,"528Hz - Solfeggio Frequency: Heals Stress, Anxiety, Depression, Mental Pain & Insomnia",Meditational State • Healing Music,2025-10-20T22:01:00Z,3623,14669,https://www.youtube.com/watch?v=fnMgHoCuL6Q,"health, sleep, stress, mental, meditation, longevity"
Yar9n2BUOM8,The #1 Nutrient Deficiency In High Blood Pressure,The Blood Pressure Doc,2025-09-27T14:23:47Z,482,24316,https://www.youtube.com/watch?v=Yar9n2BUOM8,"health, healthy, stress"
fB2KsDUAojk,"528Hz EMDR Binaural Beats: Heals Stress, Anxiety, Depression, Mental Pain & Insomnia",Meditational State • Healing Music,2026-01-04T23:00:52Z,3623,5841,https://www.youtube.com/watch?v=fB2KsDUAojk,"health, sleep, stress, mental, meditation, longevity"
mZluzJpOaVk,DON'T Check Your Blood Pressure Like This (Do This Instead),The Blood Pressure Doc,2025-11-22T15:06:29Z,519,12076,https://www.youtube.com/watch?v=mZluzJpOaVk,"health, healthy, stress"
w5KH7cA31Ig,Alpha Waves Heal & Regenerate Whole Brain & Body While You Sleep (EMDR 10Hz Bilateral QT4 Formula),Meditational State • Healing Music,2025-10-08T22:01:09Z,36000,13451,https://www.youtube.com/watch?v=w5KH7cA31Ig,"health, sleep, stress, mental, meditation"
OSE1dXlU_qo,These High Blood Pressure Signs Are HIDDEN In Plain Sight,The Blood Pressure Doc,2026-01-04T15:05:57Z,473,6175,https://www.youtube.com/watch?v=OSE1dXlU_qo,"health, healthy, stress"
L3fadwN88dI,ULTRA Low Delta Waves for DEEP SLEEP (0.5Hz EMDR Bilateral & Binaural REM Inducing Formula),Meditational State • Healing Music,2025-12-14T23:00:33Z,36000,6266,https://www.youtube.com/watch?v=L3fadwN88dI,"sleep, stress, meditation"
JafmxN6WNe4,Neurological Brain Healing Whilst You Sleep (4Hz EMDR Bilateral & Binaural Delta Waves) 10 Hours,Meditational State • Healing Music,2025-09-16T22:00:22Z,36000,11574,https://www.youtube.com/watch?v=JafmxN6WNe4,"sleep, stress, meditation"
Tzs6xkDhwMc,Repairs Damaged DNA Structures Whilst you Sleep (528Hz Bilateral EMDR QT4 Healing Frequency),Meditational State • Healing Music,2025-09-10T22:00:35Z,43157,11514,https://www.youtube.com/watch?v=Tzs6xkDhwMc,"sleep, stress, meditation"
J3AT4ZlJfDI,Scientists CAN'T Explain Why This Audio Stops Depression (40Hz EMDR Binaural QT4 Gamma Waves),Meditational State • Healing Music,2025-09-13T22:00:19Z,1200,11052,https://www.youtube.com/watch?v=J3AT4ZlJfDI,"sleep, stress, meditation"
neT1oNXj2cQ,Calms Brain Enabling DEEP Sleep (4Hz EMDR Bilateral & Binaural Delta Waves),Meditational State • Healing Music,2025-10-25T22:00:52Z,36000,7025,https://www.youtube.com/watch?v=neT1oNXj2cQ,"sleep, stress, meditation"
dOTPof8ZyrE,Releases Serotonin into Your Brain Whilst You Sleep (Proof & Studies in Description),Meditational State • Healing Music,2025-09-24T22:00:48Z,36000,6095,https://www.youtube.com/watch?v=dOTPof8ZyrE,"health, sleep, stress, mental, meditation"
